frame,score
0,0.070293605
1,0.070293605
2,0.070293605
3,0.070293605
4,0.070293605
5,0.070293605
6,0.074929
7,0.0795644
8,0.08419979
9,0.088835195
10,0.09347059
11,0.098047286
12,0.102623984
13,0.10720068
14,0.11177738
15,0.11635408
16,0.11621585
17,0.11607762
18,0.11593939
19,0.11580116
20,0.11566293
21,0.115258746
22,0.11485457
23,0.11445038
24,0.1140462
25,0.113642015
26,0.11356267
27,0.113483325
28,0.11340398
29,0.113324635
30,0.11324529
31,0.113275684
32,0.11330607
33,0.11333646
34,0.11336684
35,0.11339723
36,0.11360383
37,0.11381043
38,0.114017025
39,0.11422362
40,0.11443022
41,0.11473206
42,0.115033895
43,0.11533573
44,0.11563757
45,0.11593941
46,0.116737254
47,0.1175351
48,0.118332945
49,0.11913079
50,0.119928636
51,0.12087907
52,0.1218295
53,0.122779936
54,0.12373037
55,0.1246808
56,0.12503225
57,0.1253837
58,0.12573515
59,0.12608661
60,0.12643805
61,0.12618183
62,0.1259256
63,0.12566936
64,0.12541313
65,0.12515691
66,0.124814935
67,0.12447295
68,0.12413098
69,0.123789
70,0.12344702
71,0.12277645
72,0.122105874
73,0.1214353
74,0.120764725
75,0.12009415
76,0.119385
77,0.11867584
78,0.1179667
79,0.11725754
80,0.11654839
81,0.11707043
82,0.11759248
83,0.118114516
84,0.11863656
85,0.1191586
86,0.11943057
87,0.11970255
88,0.11997452
89,0.12024649
90,0.12051846
91,0.120516226
92,0.12051399
93,0.12051175
94,0.12050951
95,0.12050728
96,0.12084717
97,0.12118707
98,0.12152696
99,0.12186685
100,0.12220675
101,0.121716656
102,0.121226564
103,0.120736465
104,0.12024637
105,0.11975628
106,0.118849
107,0.11794172
108,0.11703445
109,0.11612717
110,0.11521989
111,0.115834735
112,0.11644958
113,0.11706443
114,0.117679276
115,0.11829412
116,0.11970019
117,0.12110626
118,0.12251233
119,0.1239184
120,0.12532447
121,0.12617947
122,0.12703447
123,0.12788947
124,0.12874447
125,0.12959947
126,0.13004224
127,0.13048501
128,0.13092779
129,0.13137056
130,0.13181333
131,0.13201386
132,0.13221438
133,0.13241489
134,0.13261542
135,0.13281594
136,0.1319161
137,0.13101627
138,0.13011645
139,0.12921661
140,0.12831677
141,0.12608922
142,0.12386167
143,0.12163411
144,0.11940656
145,0.11717901
146,0.1154649
147,0.11375081
148,0.112036705
149,0.11032261
150,0.10860851
151,0.10773226
152,0.10685601
153,0.10597976
154,0.105103515
155,0.10422727
156,0.10345801
157,0.10268876
158,0.1019195
159,0.10115025
160,0.100380994
161,0.10000033
162,0.09961967
163,0.09923901
164,0.09885835
165,0.098477684
166,0.09865144
167,0.098825194
168,0.09899894
169,0.0991727
170,0.09934645
171,0.09973167
172,0.100116886
173,0.1005021
174,0.10088732
175,0.10127254
176,0.10176416
177,0.10225577
178,0.10274739
179,0.103239
180,0.10373062
181,0.103878625
182,0.10402664
183,0.104174644
184,0.10432266
185,0.10447066
186,0.104794286
187,0.1051179
188,0.105441526
189,0.10576514
190,0.106088765
191,0.10654022
192,0.10699167
193,0.107443124
194,0.10789458
195,0.10834603
196,0.10855929
197,0.108772546
198,0.1089858
199,0.109199055
200,0.10941231
201,0.10969908
202,0.10998584
203,0.110272616
204,0.11055938
205,0.11084615
206,0.111482464
207,0.11211879
208,0.112755105
209,0.11339143
210,0.114027746
211,0.11424429
212,0.11446084
213,0.114677384
214,0.114893936
215,0.11511048
216,0.11511867
217,0.11512686
218,0.11513505
219,0.11514325
220,0.115151435
221,0.11551469
222,0.11587794
223,0.1162412
224,0.116604455
225,0.11696771
226,0.11704765
227,0.1171276
228,0.11720754
229,0.11728749
230,0.11736743
231,0.117124945
232,0.116882466
233,0.11663998
234,0.1163975
235,0.11615501
236,0.11616077
237,0.116166525
238,0.116172284
239,0.116178036
240,0.116183795
241,0.11627626
242,0.11636872
243,0.11646118
244,0.11655364
245,0.1166461
246,0.116644405
247,0.1166427
248,0.116641
249,0.116639294
250,0.116637595
251,0.116609745
252,0.116581894
253,0.11655404
254,0.11652619
255,0.116498336
256,0.11624995
257,0.11600156
258,0.115753174
259,0.11550479
260,0.1152564
261,0.11477149
262,0.11428659
263,0.11380168
264,0.113316774
265,0.11283187
266,0.11267015
267,0.11250844
268,0.11234672
269,0.11218501
270,0.112023294
271,0.11149358
272,0.11096387
273,0.11043416
274,0.10990445
275,0.10937474
276,0.10886218
277,0.10834962
278,0.10783706
279,0.1073245
280,0.10681194
281,0.10714278
282,0.10747363
283,0.10780447
284,0.10813531
285,0.108466156
286,0.10936619
287,0.11026622
288,0.11116626
289,0.11206629
290,0.11296633
291,0.11340511
292,0.11384388
293,0.11428266
294,0.11472143
295,0.11516021
296,0.11556815
297,0.115976095
298,0.116384044
299,0.116791986
300,0.11719993
301,0.11804124
302,0.11888255
303,0.11972386
304,0.12056517
305,0.12140648
306,0.12221988
307,0.123033285
308,0.12384668
309,0.12466008
310,0.12547348
311,0.12549032
312,0.12550715
313,0.12552398
314,0.12554081
315,0.12555765
316,0.12521257
317,0.124867484
318,0.12452241
319,0.12417733
320,0.12383225
321,0.12379303
322,0.1237538
323,0.12371458
324,0.123675354
325,0.123636134
326,0.12357104
327,0.12350594
328,0.12344085
329,0.12337575
330,0.123310655
331,0.122623086
332,0.121935524
333,0.121247955
334,0.12056039
335,0.11987282
336,0.12027431
337,0.120675795
338,0.121077284
339,0.121478766
340,0.121880256
341,0.122507244
342,0.12313424
343,0.12376123
344,0.124388225
345,0.12501521
346,0.12472948
347,0.12444374
348,0.12415801
349,0.12387227
350,0.123586535
351,0.12329821
352,0.12300988
353,0.12272156
354,0.12243323
355,0.12214491
356,0.12222897
357,0.12231304
358,0.122397095
359,0.12248116
360,0.122565225
361,0.121766165
362,0.120967105
363,0.12016804
364,0.11936898
365,0.11856992
366,0.11813062
367,0.117691316
368,0.117252015
369,0.11681271
370,0.11637341
371,0.11643019
372,0.11648697
373,0.11654375
374,0.11660052
375,0.1166573
376,0.116731025
377,0.11680475
378,0.116878465
379,0.11695219
380,0.11702591
381,0.11707539
382,0.11712487
383,0.11717435
384,0.11722383
385,0.11727331
386,0.11747417
387,0.117675036
388,0.1178759
389,0.118076764
390,0.118277624
391,0.1179077
392,0.11753779
393,0.11716787
394,0.116797954
395,0.11642803
396,0.116079025
397,0.11573002
398,0.11538101
399,0.115032
400,0.114682995
401,0.11399335
402,0.1133037
403,0.11261406
404,0.11192441
405,0.11123476
406,0.11059599
407,0.10995722
408,0.10931845
409,0.108679675
410,0.10804091
411,0.10734096
412,0.106641024
413,0.10594108
414,0.10524114
415,0.1045412
416,0.10457158
417,0.104601964
418,0.10463234
419,0.104662724
420,0.10469311
421,0.10488361
422,0.10507411
423,0.10526461
