frame,score
0,0.16066845
1,0.16066845
2,0.16066845
3,0.16066845
4,0.16066845
5,0.16066845
6,0.17016047
7,0.17965248
8,0.1891445
9,0.19863652
10,0.20812854
11,0.21755666
12,0.22698477
13,0.23641288
14,0.245841
15,0.2552691
16,0.25357288
17,0.25187668
18,0.25018045
19,0.24848424
20,0.24678802
21,0.2459864
22,0.2451848
23,0.24438317
24,0.24358156
25,0.24277994
26,0.24386
27,0.24494007
28,0.24602015
29,0.24710022
30,0.24818029
31,0.2501644
32,0.2521485
33,0.25413263
34,0.25611672
35,0.25810084
36,0.26030838
37,0.26251593
38,0.2647235
39,0.26693106
40,0.2691386
41,0.2707668
42,0.27239498
43,0.2740232
44,0.2756514
45,0.2772796
46,0.27927783
47,0.28127608
48,0.28327432
49,0.28527257
50,0.2872708
51,0.28873205
52,0.2901933
53,0.29165456
54,0.2931158
55,0.29457703
56,0.2933522
57,0.29212737
58,0.29090253
59,0.2896777
60,0.28845286
61,0.28906393
62,0.289675
63,0.29028606
64,0.29089713
65,0.2915082
66,0.2912337
67,0.29095918
68,0.29068464
69,0.29041013
70,0.29013562
71,0.2877152
72,0.28529477
73,0.28287432
74,0.2804539
75,0.27803347
76,0.27763507
77,0.2772367
78,0.2768383
79,0.27643993
80,0.27604154
81,0.27682355
82,0.27760556
83,0.27838758
84,0.2791696
85,0.2799516
86,0.2785926
87,0.2772336
88,0.27587458
89,0.2745156
90,0.27315658
91,0.27233276
92,0.27150893
93,0.27068514
94,0.2698613
95,0.2690375
96,0.26872358
97,0.26840964
98,0.26809573
99,0.2677818
100,0.2674679
101,0.26549932
102,0.26353076
103,0.26156223
104,0.25959367
105,0.2576251
106,0.2560026
107,0.25438014
108,0.25275767
109,0.25113517
110,0.24951269
111,0.2477471
112,0.2459815
113,0.24421589
114,0.2424503
115,0.2406847
116,0.24112989
117,0.24157508
118,0.24202026
119,0.24246545
120,0.24291064
121,0.24401452
122,0.24511838
123,0.24622226
124,0.24732612
125,0.24843
126,0.2498575
127,0.251285
128,0.2527125
129,0.25414
130,0.2555675
131,0.25784975
132,0.260132
133,0.2624143
134,0.26469657
135,0.26697883
136,0.26956958
137,0.2721603
138,0.27475104
139,0.27734175
140,0.2799325
141,0.28101325
142,0.282094
143,0.28317472
144,0.28425547
145,0.28533623
146,0.28578246
147,0.2862287
148,0.28667492
149,0.28712115
150,0.28756738
151,0.2877141
152,0.2878608
153,0.28800756
154,0.28815427
155,0.288301
156,0.28628123
157,0.2842615
158,0.28224173
159,0.280222
160,0.27820224
161,0.277742
162,0.27728173
163,0.2768215
164,0.27636123
165,0.275901
166,0.27464083
167,0.2733807
168,0.27212054
169,0.2708604
170,0.26960024
171,0.2674369
172,0.2652735
173,0.26311016
174,0.26094678
175,0.25878343
176,0.255877
177,0.25297055
178,0.25006413
179,0.2471577
180,0.24425125
181,0.24283734
182,0.24142343
183,0.2400095
184,0.23859559
185,0.23718168
186,0.23566416
187,0.23414662
188,0.2326291
189,0.23111157
190,0.22959405
191,0.22867624
192,0.22775844
193,0.22684065
194,0.22592284
195,0.22500503
196,0.22602846
197,0.22705188
198,0.2280753
199,0.22909872
200,0.23012215
201,0.23038042
202,0.23063868
203,0.23089696
204,0.23115523
205,0.2314135
206,0.23198363
207,0.23255375
208,0.23312388
209,0.233694
210,0.23426414
211,0.2337006
212,0.23313709
213,0.23257355
214,0.23201004
215,0.2314465
216,0.23167305
217,0.23189959
218,0.23212612
219,0.23235266
220,0.2325792
221,0.23192506
222,0.23127092
223,0.23061678
224,0.22996265
225,0.2293085
226,0.22980209
227,0.23029567
228,0.23078927
229,0.23128286
230,0.23177645
231,0.23245844
232,0.23314042
233,0.23382242
234,0.2345044
235,0.2351864
236,0.2352661
237,0.23534581
238,0.23542552
239,0.23550522
240,0.23558493
241,0.23540944
242,0.23523395
243,0.23505844
244,0.23488295
245,0.23470746
246,0.23510465
247,0.23550186
248,0.23589905
249,0.23629625
250,0.23669344
251,0.23701918
252,0.2373449
253,0.23767065
254,0.23799637
255,0.23832211
256,0.23965275
257,0.2409834
258,0.24231404
259,0.24364468
260,0.24497533
261,0.24491732
262,0.24485931
263,0.24480128
264,0.24474327
265,0.24468526
266,0.24488221
267,0.24507916
268,0.24527611
269,0.24547306
270,0.24567
271,0.2451238
272,0.2445776
273,0.24403138
274,0.24348518
275,0.24293898
276,0.24271326
277,0.24248753
278,0.24226183
279,0.2420361
280,0.24181038
281,0.2410198
282,0.24022922
283,0.23943865
284,0.23864807
285,0.23785749
286,0.23854905
287,0.23924062
288,0.2399322
289,0.24062376
290,0.24131532
291,0.24246612
292,0.24361691
293,0.24476771
294,0.2459185
295,0.2470693
296,0.24694312
297,0.24681693
298,0.24669075
299,0.24656457
300,0.24643838
301,0.24607457
302,0.24571076
303,0.24534695
304,0.24498314
305,0.24461932
306,0.24456057
307,0.24450181
308,0.24444304
309,0.24438429
310,0.24432553
311,0.24346562
312,0.2426057
313,0.24174578
314,0.24088587
315,0.24002595
316,0.23876
317,0.23749404
318,0.23622806
319,0.2349621
320,0.23369615
321,0.23444621
322,0.23519628
323,0.23594634
324,0.2366964
325,0.23744647
326,0.239775
327,0.24210353
328,0.24443208
329,0.2467606
330,0.24908914
331,0.25066787
332,0.25224662
333,0.25382534
334,0.25540406
335,0.2569828
336,0.25779864
337,0.2586145
338,0.25943035
339,0.26024622
340,0.26106206
341,0.263326
342,0.26558992
343,0.26785383
344,0.27011776
345,0.2723817
346,0.27231166
347,0.27224162
348,0.27217156
349,0.27210152
350,0.2720315
351,0.27026352
352,0.2684956
353,0.26672763
354,0.2649597
355,0.26319173
356,0.26294863
357,0.26270553
358,0.2624624
359,0.2622193
360,0.2619762
