frame,score
0,0.091029055
1,0.091029055
2,0.091029055
3,0.091029055
4,0.091029055
5,0.091029055
6,0.09638444
7,0.10173983
8,0.10709523
9,0.112450615
10,0.117806
11,0.12408236
12,0.13035871
13,0.13663508
14,0.14291143
15,0.14918779
16,0.1489926
17,0.14879741
18,0.1486022
19,0.14840701
20,0.14821182
21,0.14859436
22,0.1489769
23,0.14935945
24,0.14974199
25,0.15012453
26,0.15017788
27,0.15023124
28,0.15028459
29,0.15033795
30,0.1503913
31,0.1508482
32,0.15130508
33,0.15176198
34,0.15221886
35,0.15267576
36,0.15174045
37,0.15080513
38,0.14986983
39,0.14893451
40,0.1479992
41,0.14683947
42,0.14567974
43,0.14452
44,0.14336027
45,0.14220054
46,0.14158973
47,0.14097892
48,0.14036809
49,0.13975728
50,0.13914646
51,0.13939324
52,0.13964002
53,0.1398868
54,0.14013357
55,0.14038035
56,0.1407543
57,0.14112823
58,0.14150217
59,0.1418761
60,0.14225005
61,0.14246792
62,0.14268579
63,0.14290367
64,0.14312154
65,0.14333941
66,0.1448228
67,0.1463062
68,0.14778961
69,0.14927301
70,0.1507564
71,0.15043299
72,0.15010957
73,0.14978617
74,0.14946276
75,0.14913934
76,0.14772364
77,0.14630793
78,0.14489223
79,0.14347652
80,0.14206082
81,0.14114448
82,0.14022815
83,0.13931182
84,0.13839549
85,0.13747916
86,0.1375043
87,0.13752943
88,0.13755459
89,0.13757972
90,0.13760486
91,0.13658991
92,0.13557497
93,0.13456003
94,0.13354509
95,0.13253014
96,0.13249856
97,0.13246697
98,0.1324354
99,0.1324038
100,0.13237223
101,0.13267516
102,0.13297808
103,0.133281
104,0.13358393
105,0.13388686
106,0.13387826
107,0.13386965
108,0.13386105
109,0.13385244
110,0.13384384
111,0.13291314
112,0.13198246
113,0.13105176
114,0.13012108
115,0.12919039
116,0.12900943
117,0.12882847
118,0.1286475
119,0.12846655
120,0.12828559
121,0.12784904
122,0.12741248
123,0.12697594
124,0.12653938
125,0.12610283
126,0.1261235
127,0.12614417
128,0.12616485
129,0.12618552
130,0.12620619
131,0.12641734
132,0.12662849
133,0.12683964
134,0.12705079
135,0.12726194
136,0.1277645
137,0.12826706
138,0.12876962
139,0.1292722
140,0.12977475
141,0.12998044
142,0.13018613
143,0.13039182
144,0.1305975
145,0.1308032
146,0.13086087
147,0.13091853
148,0.13097619
149,0.13103385
150,0.13109152
151,0.13084757
152,0.13060363
153,0.13035968
154,0.13011573
155,0.12987179
156,0.12929438
157,0.12871698
158,0.12813957
159,0.12756217
160,0.12698476
161,0.12672813
162,0.12647152
163,0.12621489
164,0.12595828
165,0.12570165
166,0.12538755
167,0.12507345
168,0.12475935
169,0.12444525
170,0.12413115
171,0.12461987
172,0.1251086
173,0.12559731
174,0.12608603
175,0.12657475
176,0.12729417
177,0.1280136
178,0.12873301
179,0.12945244
180,0.13017185
181,0.13104129
182,0.13191073
183,0.13278018
184,0.13364962
185,0.13451906
186,0.1358367
187,0.13715436
188,0.13847199
189,0.13978964
190,0.14110729
191,0.14159541
192,0.14208354
193,0.14257166
194,0.14305979
195,0.14354791
196,0.14426316
197,0.14497843
198,0.14569369
199,0.14640896
200,0.14712422
201,0.14653593
202,0.14594765
203,0.14535938
204,0.1447711
205,0.14418282
206,0.14342241
207,0.142662
208,0.14190161
209,0.1411412
210,0.1403808
211,0.14002989
212,0.13967898
213,0.13932809
214,0.13897718
215,0.13862628
216,0.13908435
217,0.13954243
218,0.14000049
219,0.14045857
220,0.14091665
221,0.14082292
222,0.14072917
223,0.14063545
224,0.1405417
225,0.14044797
226,0.14097734
227,0.14150669
228,0.14203605
229,0.1425654
230,0.14309476
231,0.14374022
232,0.14438567
233,0.14503112
234,0.14567657
235,0.14632203
236,0.14616494
237,0.14600784
238,0.14585075
239,0.14569364
240,0.14553656
241,0.14505066
242,0.14456476
243,0.14407885
244,0.14359295
245,0.14310706
246,0.14304282
247,0.1429786
248,0.14291435
249,0.14285013
250,0.14278589
251,0.14234057
252,0.14189525
253,0.14144993
254,0.1410046
255,0.14055929
256,0.14081824
257,0.1410772
258,0.14133616
259,0.14159513
260,0.14185408
261,0.14168467
262,0.14151525
263,0.14134583
264,0.14117642
265,0.141007
266,0.1412338
267,0.1414606
268,0.14168738
269,0.14191417
270,0.14214097
271,0.14203356
272,0.14192615
273,0.14181873
274,0.14171132
275,0.14160392
276,0.14170161
277,0.1417993
278,0.141897
279,0.14199468
280,0.14209238
281,0.14190562
282,0.14171888
283,0.14153212
284,0.14134538
285,0.14115863
286,0.14109157
287,0.14102452
288,0.14095746
289,0.1408904
290,0.14082335
291,0.14116281
292,0.14150226
293,0.14184172
294,0.14218117
295,0.14252064
296,0.14210153
297,0.14168242
298,0.14126329
299,0.14084418
300,0.14042507
301,0.14033628
302,0.14024748
303,0.14015867
304,0.14006987
305,0.13998108
306,0.13939065
307,0.13880022
308,0.13820978
309,0.13761935
310,0.13702892
311,0.13640149
312,0.13577406
313,0.13514665
314,0.13451922
315,0.13389179
316,0.13266002
317,0.13142824
318,0.13019648
319,0.1289647
320,0.12773293
321,0.12707542
322,0.12641789
323,0.12576038
324,0.12510286
325,0.12444534
326,0.12386243
327,0.12327952
328,0.1226966
329,0.12211369
330,0.12153078
331,0.12144884
332,0.12136689
333,0.12128495
334,0.121203
335,0.12112106
336,0.12161735
337,0.12211364
338,0.122609936
339,0.12310623
340,0.12360252
341,0.12370833
342,0.12381414
343,0.12391995
344,0.12402576
345,0.124131575
346,0.12423552
347,0.12433947
348,0.12444341
349,0.12454736
350,0.124651305
351,0.12560159
352,0.12655188
353,0.12750217
354,0.12845246
355,0.12940276
356,0.1306517
357,0.13190062
358,0.13314956
359,0.13439849
360,0.13564743
361,0.13626793
362,0.13688843
363,0.13750893
364,0.13812943
365,0.13874993
366,0.13869092
367,0.13863191
368,0.13857289
369,0.13851388
370,0.13845487
371,0.13843828
372,0.1384217
373,0.13840513
374,0.13838854
375,0.13837196
376,0.1380072
377,0.13764244
378,0.13727768
379,0.13691293
380,0.13654816
381,0.13580354
382,0.13505892
383,0.1343143
384,0.13356969
385,0.13282506
386,0.13266076
387,0.13249646
388,0.13233215
389,0.13216785
390,0.13200355
391,0.13532822
392,0.13865289
393,0.14197758
394,0.14530225
395,0.14862692
396,0.15102498
397,0.15342306
398,0.15582111
399,0.15821919
400,0.16061725
401,0.16254137
402,0.1644655
403,0.16638963
404,0.16831376
