frame,score
0,0.032636758
1,0.032636758
2,0.032636758
3,0.032636758
4,0.032636758
5,0.032636758
6,0.034606278
7,0.036575798
8,0.038545314
9,0.040514834
10,0.042484354
11,0.04436098
12,0.046237607
13,0.048114236
14,0.049990863
15,0.05186749
16,0.0514176
17,0.050967712
18,0.05051782
19,0.05006793
20,0.049618043
21,0.04937951
22,0.049140975
23,0.048902437
24,0.048663903
25,0.04842537
26,0.048190255
27,0.047955137
28,0.047720022
29,0.047484905
30,0.04724979
31,0.04710006
32,0.046950333
33,0.046800602
34,0.046650875
35,0.046501145
36,0.046381224
37,0.046261307
38,0.046141386
39,0.04602147
40,0.045901548
41,0.045857884
42,0.045814224
43,0.04577056
44,0.0457269
45,0.045683235
46,0.045498442
47,0.045313645
48,0.045128852
49,0.044944055
50,0.044759262
51,0.044550225
52,0.044341184
53,0.044132147
54,0.043923106
55,0.04371407
56,0.043920163
57,0.044126257
58,0.044332348
59,0.044538442
60,0.044744536
61,0.045056544
62,0.045368552
63,0.04568056
64,0.045992568
65,0.046304576
66,0.046644144
67,0.04698371
68,0.047323283
69,0.04766285
70,0.048002418
71,0.048395082
72,0.048787747
73,0.049180407
74,0.04957307
75,0.049965736
76,0.050270118
77,0.050574504
78,0.050878886
79,0.051183272
80,0.051487654
81,0.051484495
82,0.051481333
83,0.051478174
84,0.05147501
85,0.05147185
86,0.05124427
87,0.051016692
88,0.05078911
89,0.050561532
90,0.05033395
91,0.05015317
92,0.04997239
93,0.049791604
94,0.049610823
95,0.049430043
96,0.049392205
97,0.049354367
98,0.049316525
99,0.049278688
100,0.04924085
101,0.04913556
102,0.049030263
103,0.04892497
104,0.048819676
105,0.048714384
106,0.048517007
107,0.04831963
108,0.04812225
109,0.047924872
110,0.047727495
111,0.047734693
112,0.04774189
113,0.04774909
114,0.04775629
115,0.047763485
116,0.04796556
117,0.048167635
118,0.048369713
119,0.048571788
120,0.048773862
121,0.049075752
122,0.04937764
123,0.04967953
124,0.049981415
125,0.050283305
126,0.050653774
127,0.05102424
128,0.05139471
129,0.051765174
130,0.052135643
131,0.052788775
132,0.053441904
133,0.054095037
134,0.054748166
135,0.0554013
136,0.05597075
137,0.056540206
138,0.057109658
139,0.057679113
140,0.058248565
141,0.058376897
142,0.058505233
143,0.058633566
144,0.058761902
145,0.058890235
146,0.058562137
147,0.05823404
148,0.057905946
149,0.05757785
150,0.05724975
151,0.056735057
152,0.05622036
153,0.055705667
154,0.05519097
155,0.054676276
156,0.053939376
157,0.053202476
158,0.052465573
159,0.051728673
160,0.050991774
161,0.050416905
162,0.049842034
163,0.049267165
164,0.048692293
165,0.048117425
166,0.047655042
167,0.04719266
168,0.046730276
169,0.046267893
170,0.04580551
171,0.045621634
172,0.045437757
173,0.04525388
174,0.045070004
175,0.044886127
176,0.045162402
177,0.045438677
178,0.045714956
179,0.04599123
180,0.046267506
181,0.046819743
182,0.04737198
183,0.047924213
184,0.04847645
185,0.049028687
186,0.049725108
187,0.05042153
188,0.05111795
189,0.05181437
190,0.05251079
191,0.05343133
192,0.05435187
193,0.055272408
194,0.05619295
195,0.057113487
196,0.05766581
197,0.058218133
198,0.05877046
199,0.05932278
200,0.059875105
201,0.059884053
202,0.059893005
203,0.059901953
204,0.059910905
205,0.059919853
206,0.059993073
207,0.06006629
208,0.06013951
209,0.060212728
210,0.06028595
211,0.060755786
212,0.061225623
213,0.061695464
214,0.0621653
215,0.06263514
216,0.06306983
217,0.06350452
218,0.063939214
219,0.0643739
220,0.06480859
221,0.06474864
222,0.06468868
223,0.06462872
224,0.064568765
225,0.06450881
226,0.06480032
227,0.06509184
228,0.06538335
229,0.06567487
230,0.06596638
231,0.06647325
232,0.06698012
233,0.06748699
234,0.06799386
235,0.06850073
236,0.068561964
237,0.06862321
238,0.068684444
239,0.06874569
240,0.068806924
241,0.068986274
242,0.06916562
243,0.06934497
244,0.06952431
245,0.06970366
246,0.07073002
247,0.071756385
248,0.072782755
249,0.07380912
250,0.07483548
251,0.075899385
252,0.0769633
253,0.0780272
254,0.07909112
255,0.08015502
256,0.08051629
257,0.080877565
258,0.08123884
259,0.081600115
260,0.081961386
261,0.081953734
262,0.08194608
263,0.08193843
264,0.08193078
265,0.08192313
266,0.08155947
267,0.08119581
268,0.08083215
269,0.08046849
270,0.080104835
271,0.07677427
272,0.0734437
273,0.070113145
274,0.06678258
275,0.06345201
276,0.05997237
277,0.056492727
278,0.053013083
279,0.04953344
280,0.046053797
281,0.046053797
282,0.046053797
283,0.046053797
284,0.046053797
285,0.046053797
286,0.046053797
287,0.046053797
